"PID","Title","Keywords","Content"
"1466882","Intelligent Charging Algorithm for Electric Vehicles (Intelligent laddalgoritm för elektriska fordon)","[]","
electric vehicles play an important role in creating a fossil free transport sector. making the vehicles efficient involves many new areas outside the manufacturing process, such as chargers, power grids and electricity markets. this thesis models the charging of electric vehicles using a markov decision process and uses reinforcement learning solution models to derive an intelligent charging algorithm. this algorithm can take concepts such as electricity price, battery degradation and electrical losses into account in order to minimise the overall operational costs, and add more value to the use of electric vehicles. models of how voltage varies in a battery is used and data on causes of battery degradation are derived from modern papers within battery technology. the intelligent charging algorithm is compared to baseline charging algorithms, one of which correspond to how charging is regularly performed today. vehicle-to grid is a promising future technology where electric vehicles can discharge some of their energy back to the grid in order to alleviate the stress of a power grid constrained by increasing demand as well an increasing penetration of intermittent sustainable sources of electricity such as wind and solar. simulations are performed over scenarios with different electricity prices and the implications of being able to utilise vehicle-to-grid is studied. results from simulations show that the intelligent charging algorithm effectively can reduce costs by approximately 30% on average compared to regular charging when the charging sessions last for 7 hours. vehicle-to-grid was seen to only be able to reduce costs in simulations with inexpensive batteries on days when there was a large difference in electricity price. the intelligent charging was able to save as much as 500 sek for long charging sessions with expensive batteries, and powerful chargers. results show a promising future for an intelligent charging algorithm to be used in order to improve the efficiency of electric vehicle charging.

"
"322861","Intelligent Motion Planning for a Multi-Robot System","['multi-robot systems']","
Multi-robot systems of autonomous mobile robots offer many benefits but also many challenges. This work addresses collision avoidance of robots solving continuous problems in known environments. The approach to handling collision avoidance is here to enhance a motion planning method for single-robot systems to account for auxiliary robots. A few assumptions are made to put the focus of the work on path planning, rather than on localization.


A method, based on exact cell decomposition and extended with a few rules, was developed and its consistency was proven. The method is divided into two steps: path planning, which is off-line, and path monitoring, which is on-line. This work also introduces the notion of<em>path obstacle</em>, an essential tool for this kind of path planning with many robots.


Furthermore, an implementation was performed on a system of omni-directional robots and tested in simulations and experiments. The implementation practices centralized control, by letting an additional computer handle the motion planning, to relieve the robots of strenuous computations.


A few drawbacks with the method are stressed, and the characteristics of problems that the method is suitable for are presented.

"
"1164149","Intelligent Scheduling for Yarn : Using Online Machine Learning","[]","
many big companies who provide cloud infrastructure, platforms and services have to face a lot of challenges in dealing with big data and execution of thousands of tasks that run on servers. thousands of servers running in cloud consume a large amount of energy which increases operating cost to a great extent for companies hosting infrastructures and platforms as services. hundreds of thousands of applications are submitted every day on these servers by users. on submission of applications, somehow the total resources are not properly utilized which cause the overall operating cost to increase.


a distribution of apache hadoop called hops is developed at sics swedish ict and efforts are made to make it a better platform for institutions and companies. yarn is used as the resource management and scheduling framework which is responsible for allocating resources such as memory and cpu cores to submitted applications. yarn simply allocate resources based on the default set of values or what user has demanded. yarn has no prior information about the submitted applications so it is very much possible that allocated resources are more or less than required. energy is being wasted if fewer resources are required or application will probably not succeed if required more. in this research project, different techniques and methods are looked into for the collection of useful metrics related to applications and resources from yarn, spark and other sources.


machine learning is becoming a very popular technique nowadays for the optimization of systems dealing with big data in a cloud environment. the goal is to collect these vital metrics and build a machine learning model to commission smart allocation of resources to submitted applications. this can help to increase the efficiency of the servers in the cloud and reduce the operating cost. finally, a machine learning model was developed and memory and vcores were successfully predicted to be allocated to applications.

"
"11710","Intention recognition in human machine collaborative systems","['robotics', 'human-machine collaboration', 'virtual fixture', 'machine learning', 'artificial intelligence']","
robot systems have been used extensively during the last decades to provide automation solutions in a number of areas. the majority of the currently deployed automation systems are limited in that the tasks they can solve are required to be repetitive and predicable. one reason for this is the inability of today’s robot systems to understand and reason about the world. therefore the robotics and artificial intelligence research communities have made significant research efforts to produce more intelligent machines. although significant progress has been made towards achieving robots that can interact in a human environment there is currently no system that comes close to achieving the reasoning capabilities of humans.


in order to reduce the complexity of the problem some researchers have proposed an alternative to creating fully autonomous robots capable of operating in human environments. the proposed alternative is to allow <em>fusion </em>of human and machine capabilities. for example, using teleoperation a human can operate at a remote site, which may not be accessible for the operator for a number of reasons, by issuing commands to a remote agent that will act as an extension of the operator’s body.


segmentation and recognition of operator generated motions can be used to provide appropriate assistance during task execution in teleoperative and human-machine collaborative settings. the assistance is usually provided in a virtual fixture framework where the level of compliance can be altered online in order to improve the performance in terms of execution time and overall precision. acquiring, representing and modeling human skills are key research areas in teleoperation, programming-by-demonstration and human-machine collaborative settings. one of the common approaches is to divide the task that the operator is executing into several sub-tasks in order to provide manageable modeling.


this thesis is focused on two aspects of human-machine collaborative systems.<em> classfication </em>of an operator’s motion into a predefined state of a manipulation task and assistance during a manipulation task based on <em>virtual fixtures</em>. the particular applications considered consists of manipulation tasks where a human operator controls a robotic manipulator in a cooperative or teleoperative mode.


a method for online task tracking using <em>adaptive virtual fixtures</em> is presented. rather than executing a predefined plan, the operator has the ability to avoid unforeseen obstacles and deviate from the model. to allow this, the probability of following a certain trajectory sub-task) is estimated and used to automatically adjusts the compliance of a virtual fixture, thus providing an online decision of how to fixture the movement.


a layered hidden markov model is used to model human skills. a gestem classifier that classifies the operator’s motions into basic action-primitives, or gestemes, is evaluated. the gestem classifiers are then used in a layered hidden markov model to model a simulated teleoperated task. the classification performance is evaluated with respect to noise, number of gestemes, type of the hidden markov model and the available number of training sequences. the layered hidden markov model is applied to data recorded during the execution of a trajectory-tracking task in 2d and 3d with a robotic manipulator in order to give qualitative as well as quantitative results for the proposed approach. the results indicate that the layered hidden markov model is suitable for modeling teleoperative trajectory-tracking tasks and that the layered hidden markov model is robust with respect to misclassifications in the underlying gestem classifiers.

"
"676516","Interactive 2D Particle-based Fluid Simulationfor Mobile Devices","[]","
this report presents an implementation of a 　uid simulation algorithm,


capable of running at 60 frames per second on a modern handheld tablet


device. the goal was to create an interactive application, usable for


helping students understand and visualize some fundamental 　uid behaviours.


the algorithm was based on previous research for an algorithm,


targeted to run on a desktop pc at 10 frames per seconds for 1000


particles. this algorithm was reduced by removing the capability to


simulate complex elastic 　uid properties and made run faster.


the resulting implementation is capable of simulating and visualizing:


waves, splashes, 　uid level equalization in a series of tubes and


simple 　uid 　ow through pipes. the implementation is capable of simulating


3000 particles at a steady 60 frames per second on the target


hardware.

"
"1566176","Interactive Programmatic Modeling","['modeling languages', 'cyber-physical systems', 'probabilistic programming']","
Modeling and computational analyses are fundamental activities within science and engineering. Analysis activities can take various forms, such as simulation of executable models, formal verification of model properties, or inference of hidden model variables. Traditionally, tools for modeling and analysis have similar workflows: (i) a user designs a textual or graphical model or the model is inferred from data, (ii) a tool performs computational analyses on the model, and (iii) a visualization tool displays the resulting data. This article identifies three inherent problems with the traditional approach: the recomputation problem, the variable inspection problem, and the model expressiveness problem. As a solution, we propose a conceptual framework called Interactive Programmatic Modeling. We formalize the interface of the framework and illustrate how it can be used in two different domains: equation-based modeling and probabilistic programming.

"
"646701","Interactive sonification of motion : Design, implementation and control of expressive auditory feedback with mobile devices","[]","
Sound and motion are intrinsically related, by their physical nature and through the link between auditory perception and motor control. If sound provides information about the characteristics of a movement, a movement can also be influenced or triggered by a sound pattern. This thesis investigates how this link can be reinforced by means of interactive sonification. Sonification, the use of sound to communicate, perceptualize and interpret data, can be used in many different contexts. It is particularly well suited for time-related tasks such as monitoring and synchronization, and is therefore an ideal candidate to support the design of applications related to physical training. Our objectives are to develop and investigate computational models for the sonification of motion data with a particular focus on expressive movement and gesture, and for the sonification of elite athletes movements.  We chose to develop our applications on a mobile platform in order to make use of advanced interaction modes using an easily accessible technology. In addition, networking capabilities of modern smartphones potentially allow for adding a social dimension to our sonification applications by extending them to several collaborating users. The sport of rowing was chosen to illustrate the assistance that an interactive sonification system can provide to elite athletes. Bringing into play complex interactions between various kinematic and kinetic quantities, studies on rowing kinematics provide guidelines to optimize rowing efficiency, e.g. by minimizing velocity fluctuations around average velocity. However, rowers can only rely on sparse cues to get information relative to boat velocity, such as the sound made by the water splashing on the hull. We believe that an interactive augmented feedback communicating the dynamic evolution of some kinematic quantities could represent a promising way of enhancing the training of elite rowers. Since only limited space is available on a rowing boat, the use of mobile phones appears appropriate for handling streams of incoming data from various sensors and generating an auditory feedback simultaneously. The development of sonification models for rowing and their design evaluation in offline conditions are presented in Paper I. In Paper II, three different models for sonifying the synchronization of the movements of two users holding a mobile phone are explored. Sonification of expressive gestures by means of expressive music performance is tackled in Paper III. In Paper IV, we introduce a database of mobile applications related to sound and music computing. An overview of the field of sonification is presented in Paper V, along with a systematic review of mapping strategies for sonifying physical quantities. Physical and auditory dimensions were both classified into generic conceptual dimensions, and proportion of use was analyzed in order to identify the most popular mappings. Finally, Paper VI summarizes experiments conducted with the Swedish national rowing team in order to assess sonification models in an interactive context.

"
"444655","Interest point detection and scale selection in space-time","[]","
Several types of interest point detectors have been proposed for spatial images. This paper investigates how this notion can be generalised to the detection of interesting events in space-time data. Moreover, we develop a mechanism for spatio-temporal scale selection and detect events at scales corresponding to their extent in both space and time. To detect spatio-temporal events, we build on the idea of the Harris and Forstner interest point operators and detect regions in space-time where the image structures have significant local variations in both space and time. In this way, events that correspond to curved space-time structures are emphasised, while structures with locally constant motion are disregarded. To construct this operator, we start from a multi-scale windowed second moment matrix in space-time, and combine the determinant and the trace in a similar way as for the spatial Harris operator. All space-time maxima of this operator are then adapted to characteristic scales by maximising a scale-normalised space-time Laplacian operator over both spatial scales and temporal scales. The motivation for performing temporal scale selection as a complement to previous approaches of spatial scale selection is to be able to robustly capture spatio-temporal events of different temporal extent. It is shown that the resulting approach is truly scale invariant with respect to both spatial scales and temporal scales. The proposed concept is tested on synthetic and real image sequences. It is shown that the operator responds to distinct and stable points in space-time that often correspond to interesting events. The potential applications of the method are discussed.

"
"862394","Interest Point Detectors and Descriptors for IR Images : An Evaluation of Common Detectors and Descriptors on IR images (Detektorer och deskriptorer för extrempunkter i IR-bilder)","['detector', 'descriptor', 'evaluation', 'ir-image']","
interest point detectors and descriptors are the basis of many applications within computer vision. in the selection of which methods to use in an application, it is of great interest to know their performance against possible changes to the appearance of the content in an image. many studies have been completed in the field on visual images while the performance on infrared images is not as charted.


this degree project, conducted at flir systems, provides a performance evaluation of detectors and descriptors on infrared images. three evaluations steps are performed. the first evaluates the performance of detectors"
"1612584","Interleaved Prefetching Ray Traversal on CPUs","['computing methodologies ! ray tracing', ' information systems ! data access methods', ' hierarchical data models']","
ray tracing is used in computer graphics to generate images. the process of rendering images using ray tracing includes testing large counts of rays for intersection against geometry. testing for ray-geometry intersection is more formally known as the ray shooting problem (rsp) and has broad applications across multiple communities. hierarchical acceleration structures are frequently employed to index geometry and increase processing speed. such hierarchical structures make it almost impossible for central processing units to predict memory access and branching patterns. this project focuses on the bounding volume hierarchy (bvh) structure and improving its performance when querying large batches of first hit ray-geometry intersections. the core contribution is an interleaved prefetching ray traversal (iprt) algorithm that addresses memory and branching issues. five standardized test scenarios with varying geometric complexity provide evaluation data. the experimental evaluation suggests that for incoherent rays, iprt achieves 6:1 - 41:8% faster performance compared to stackless traversal. however, for fully coherent rays, performance is 68:8 - 149:1% slower. these results suggest that for select ray tracing workloads that elicit low coherence, the iprt algorithm is likely to outperform stackless traversal. a microarchitectural analysis affirms previous research"
"1530904","Internet of Logistics: A New Opportunity for the Digitalization of Logistics","['digitalization', ' information management', ' internet of logistics', 'shift2rail']","
This paper explores the applicability of the Semantic Web technologies to the logistics domain, as an open, flexible and efficient approach to share the digital information. The Semantic Web is a framework of technical standards and information management tools that provides a method to store and publish digital data, securely, easily searched, cross-referenced and processed by computers. The proposed approach is introduced within the framework of the H2020 - Shift2rail initiative and FR8HUB project and defined as “Internet of Logistics”, since it aims at creating a common, distributed and interoperable data exchange infrastructure. It overcomes the limitations of traditional supply chain communication systems based on one2one messages (e.g. EDI), and the complexity associated to ad-hoc IT system implementations that are required to build interfaces between legacy systems, enabling new possibilities for the digitalization of processes and operations in the freight sector.

"
"1112935","Internet of Things (IoT) driven media recommendations for television viewers. The concept of IoT TV (Tv-tittarrekommendationer för medier drivna av sakernas internet (IoT). Konceptet IoT-tv)","['internet of things', ' iot', ' media', ' over the top television', ' connected tv', ' video recommendations', ' smart things']","
in today’s overloaded media landscape, television viewers are constantly confronted with the problem of what media content to select. this media overload speaks directly to the theory of bounded rationality when viewers work to understand all available choices. this thesis presents and evaluates an internet of things driven media recommendation concept (iot tv) which could ease decision making for viewers by providing more personalized media content recommendations. this study evaluates the concept using three focus groups to understand what aspects of iot tv are important for viewers. iot tv concept addresses factors such as timing and emotions which influence a media choice extensively. the conducted thematic analysis identifies the four themes: time saving and passing, monitoring people and devices, media choice, and privacy. these themes are treated as the results of this study because the themes describe the important aspects which have to be considered before launching iot tv. iot tv will make media content selection easier by saving time and matching content according to emotions. consequently, iot tv connection with smart devices which share data about viewers’ time and emotions would solve the problem of media overload.

"
"274519","Interoperability Infrastructure and Incremental learning for unreliable heterogeneous communicating Systems","['interoperability', 'incremental learning', 'robotics']","
in a broader sense the main research objective of this thesis (and ongoing research work) is distributed knowledge management for mobile dynamic systems. but the primary focus and presented work focuses on communication/interoperability of heterogeneous entities in an infrastructure less paradigm, a distributed resource manipulation infrastructure and distributed learning in the absence of global knowledge. the research objectives achieved discover the design aspects of heterogeneous distributed knowledge systems towards establishing a seamless integration. this thesis doesn’t cover all aspects in this work"
"1087783","Interplay between periodic stimulation and GABAergic inhibition in striatal network oscillations","['striatum', 'fast-spiking interneurons', 'network oscillations', 'medium spiny neurons', 'gabaergic transmission', 'corticostriatal interactions']","
Network oscillations are ubiquitous across many brain regions. In the basal ganglia, oscillations are also present at many levels and a wide range of characteristic frequencies have been reported to occur during both health and disease. The striatum, the main input nucleus of the basal ganglia, receives massive glutamatergic inputs from the cortex and is highly susceptible to external oscillations. However, there is limited knowledge about the exact nature of this routing process and therefore, it is of key importance to understand how time-dependent, external stimuli propagate through the striatal circuitry. Using a network model of the striatum and corticostriatal projections, we try to elucidate the importance of specific GABAergic neurons and their interactions in shaping striatal oscillatory activity. Here, we propose that fast-spiking interneurons can perform an important role in transferring cortical oscillations to the striatum especially to those medium spiny neurons that are not directly driven by the cortical oscillations. We show how the activity levels of different populations, the strengths of different inhibitory synapses, degree of outgoing projections of striatal cells, ongoing activity and synchronicity of inputs can influence network activity. These results suggest that the propagation of oscillatory inputs into the medium spiny neuron population is most efficient, if conveyed via the fast-spiking interneurons. Therefore, pharmaceuticals that target fast-spiking interneurons may provide a novel treatment for regaining the spectral characteristics of striatal activity that correspond to the healthy state.

"
"1687996","Interpretation of Swedish Sign Language Using Convolutional Neural Networks and Transfer Learning","['sign language interpretation', 'machine learning', 'convolutional neural networks', 'transfer learning']","
The automatic interpretation of sign languages is a challenging task, as it requires the usage of high-level vision and high-level motion processing systems for providing accurate image perception. In this paper, we use Convolutional Neural Networks (CNNs) and transfer learning to make computers able to interpret signs of the Swedish Sign Language (SSL) hand alphabet. Our model consists of the implementation of a pre-trained InceptionV3 network, and the usage of the mini-batch gradient descent optimization algorithm. We rely on transfer learning during the pre-training of the model and its data. The final accuracy of the model, based on 8 study subjects and 9400 images, is 85%. Our results indicate that the usage of CNNs is a promising approach to interpret sign languages, and transfer learning can be used to achieve high testing accuracy despite using a small training dataset. Furthermore, we describe the implementation details of our model to interpret signs as a user-friendly web application.

"
"929771","Intersection Control for Autonomous Cars through a Reservation Scheme (Bokningsbaserad vägkorsningsstyrning för autonoma fordon)","[]","
Intersection control is a difficult but important part in the design of a road network. Today, a lot of time is wasted at intersections due to the large margins used. With the introduction of autonomous vehicles, smaller margins may be possible, opening for new intersection control methods. This study proposes a new efficient intersection control system for populations entirely consisting of autonomous vehicles. The control system works by keeping an space-time booking scheme and relies on having wireless communication with nearby vehicles to schedule passage through the intersection. The purpose of this study was to investigate if the proposed control system can be used to reduce control delay when the entire vehicle population is autonomous. The proposed intersection control system was tested against dynamic signal control in terms of mean squared control delay. The testing was done in a microscopic traffic simulator implemented specifically for this study. Testing showed that the proposed control system had a considerably lower mean squared control delay than dynamic signal control did. A higher throughput was also achieved with the proposed system. These performance gains were believed to be due to a higher usage of the space in the intersection centre. The study was considered successful but has several limitations making it difficult to generalise the findings. The proposed intersection control system was therefore considered promising, but in need of further investigation.

"
"1597393","Interweaving AutoML and Data Science Method (Sammanflätande av AutoML och Data Science-metod)","[]","
the advent of automated machine learning (automl) tools promises to democratize machine learning to non-experts in the field. these tools certainly effect the process of applying machine learning for non-experts, but it is not clear how data scientists will be able to draw benefit from having access to automated machine learning systems. this bachelor thesis is an inquiry into how an application of one such automl system, google cloud automl, can improve upon commercial state of the art ensemble models. specifically, inferences about unimportant features were examined and removed from an ensemble model, weighted between extreme gradient boosting and random forest regressor, based on a feature importance graph produced by google cloud automl tables. the results showed a positive impact overall on the error rates of mean absolute error and root mean square error. while it was not of statistical significance, the method for feature selection showed a trend of increasing its performance on the error metrics. while the method was not proved to be statistically significant it nonetheless showed promise as a technique for reducing model complexity by decreasing dimensionality. 

"
"1458896","Intraday price prediction of Nordic stocks with limit order book data (Orderboksbaserad prisprediktering av nordiska aktier)","[]","
predicting the direction of mid price changes could facilitate the decision of when in time an order should be placed on the market. the purpose of this thesis is to evaluate modelling approaches used to classify the direction of mid price changes in the limit order book on short term. multi-layer perceptron and long short-term memory neural networks are evaluated with two sets of features derived from nordic limit order book data.


when classifying the direction of the mid price on swedish stock data, an average accuracy score of 0.5 is achieved for multiple of the experiments, which is significant better than the accuracy achieved by the random classifier. however, a majority of the models are prone to consequently classify the price change to be stationary. the results show that including the order flow imbal- ance in the set of features does not improve the predictability of the models.


moreover, we are taking order flow imbalance into account for the mid price modelling. linear regression is used to model the possible linear relation between the order flow imbalance and price change in the limit order book. using the model to classify the price change direction results in an accuracy score of 0.36, a value close to the by chance accuracy.

"
"1189830","Intra-prediction for Video Coding with Neural Networks (Intra-prediktion för videokodning med neurala nätverk)","['video coding', 'video compression', 'intra-prediction', 'ann', 'cnn', 'fcn', 'artificial neural networks', 'convolutional neural networks', 'fully connected networks', 'hevc', 'videokodning', 'videokomprimering', 'intra-prediktion', 'ann', 'cnn', 'fcn', 'hevc']","
intra-prediction is a method for coding standalone frames in video coding. until now, this has mainly been done using linear formulae. using an artificial neural network (ann) may improve the prediction accuracy, leading to improved coding efficiency.


in this degree project, fully connected networks (fcn) and convolutional neural networks (cnn) were used for intra-prediction. experiments were done on samples from different image sizes, block sizes, and block contents, and their effect on the results were compared and discussed.


the results show that ann methods have the potential to perform better or on par with the video coder high efficiency video coding (hevc) in the intra-prediction task. the proposed ann designs perform better on smaller block sizes, but different designs could lead to better performance on larger block sizes. it was found that training one network for each hevc mode and using the most suitable network to predict each block improved performance of the ann approach.

"
"680626","Introducing a New Frameworkfor Modelling Requirements,Traceability, and Patterns in UML","[]","
this thesis introduces a new framework for modelling requirements and traceability using the


unified modelling language (uml). it also shows how this framework successfully can be


used for modelling traceability patterns.


there is no complete framework for modelling all aspects of requirements and traceability in


the software industry today, according to our research. the most widely used framework is


uml’s use case diagrams but these diagrams are not complete in the sense of the ability of


modelling a requirement’s whole life cycle, such as its breakdown structure and its


dependencies to other project artefacts, such as processes diagrams and test cases, etc. use case


diagrams focus on describing the user’s requirements but omit the connection to over- and


underlying requirements such as overlying needs and underlying system requirements, etc.


by introducing a new generic modelling framework for requirements, the requirements issue


discussed above may be solved. this framework will hopefully ease many requirements


modelling issues which can emerge, especially in large software projects where complex


requirements sets are not uncommon. for example, the framework could be useful for


communicating requirements best practices (in terms of patterns) to other software projects.


the assignment of this thesis was to create a new modelling framework for requirements which


could model requirements in a much wider context than the existing requirements diagrams


used in the software industry today. the framework should at least be able to model different


types of requirements, a requirements’ break down structure, attributes and traceability to other


requirements and project artefacts. the framework should also be suitable for modelling


traceability patterns in order to communicate best practices to other software projects.


the ambition was that the framework should be as easy to understand and adapt as possible"
"753655","Inverse Modeling of Biomechanical Tongue Control : From Articulation Data to Muscle Activation","[]","
We map real articulation data for five Swedish phonemen sequences onto parameters of a biomechanical tongue model that produces movement and muscle activations from position data. The movement produced is broadly correct and could likely be improved by a more fine tuned mapping. The muscle activations were found to vary between simulations using the same data but matched well with previous studies on muscle activity for vowels.

"
"927039","Investigating a Genetic Algorithm-Simulated Annealing Hybrid Applied to University Course Timetabling Problem : A Comparative Study Between Simulated Annealing Initialized with Genetic Algorithm, Genetic Algorithm and Simulated Annealing (En Jämförelse Mellan Simulated Annealing Initialiserad med Genetic Algorithm, Genetic Algorithm och Simulated Annealing Applicerat på Universitetsschemaläggningsproblemet)","[]","
every semester universities around the world have to create new schedules. this task can be very complex considering that a number of constraints has to be taken into account, e.g. there should not exist any timetable clashes for students and a room cannot be double-booked. this can be very hard and time-consuming for a human to do by hand, which is why methods to automate this problem, the university course timetabling problem, has been researched for many years.


this report investigates the performance of a hybrid consisting of genetic algorithm and simulated annealing when solving the university course timetabling problem. an implementation by yamazaki &amp"
"1692921","Investigating differences in performance between monolithic and serverless based architectures (Undersöker skillnader i prestanda mellan monolitisk och serverlös arkitektur)","['cloud', 'serverless', 'monolithic', 'load testing', 'function as a service', 'molnet', 'monolitisk', 'function as a service']","
with the growth of cloud computing, various delivery models have emerged to attract developers looking for scalable and cost-effective infrastructures for their software. traditionally, applications are developed as a monolith with one single codebase repository, and they are easily deployed"
"1700120","Investigating Evacuation Factors on the KTH Computer Science Chapter Hall using 3D Cellular Automata (Utredning av uttrymningsfaktorer på KTH:s Datatekniksbyggnad med 3D-simulering)","[]","
aspects regarding safety is always a concern when designing buildings, especially in times of emergencies. thus, evacuations of said buildings are of paramount importance. unforeseen emergencies can arise from inside the building at any moment, and therefore, a building must have a sufficient amount of escape routes as a lack of them could lead to serious injuries and at times even death. this leads to the study's purpose, to investigate how the exit width, exit placement, amount of exits and the velocity of the evacuees correlate to evacuation time. the reason for investigating this was primarily to get an understanding of how these factors affect evacuation time. in order to investigate the given subject, a crowd simulation was made in unity, based on cellular automata, as well as aspects from the game theory model. furthermore, the building used for this study’s simulation was a virtual replica of the kth computer science chapter building. by changing the cell size, as well as changing the width of the exits, we were able to answer the investigated questions. regarding the exit width factor, it was disclosed that doubling the size of the exit width leads to a halving of the evacuation time. even though the study found that the exit placement had an impact on evacuation time, there were no concrete relations found of what determines the impact. it was shown that more exits lead to faster escape time. but having one wider exit rather than two small exits of the same width leads to a faster evacuation time. the outcome reached about the velocity of the agents was that higher velocity leads to faster evacuation time. lastly one can see the relevancy of using a crowd simulation to evaluate how good a building's escape routes are.

"
"1599563","Investigating gamification’s effect on student motivation when authoring questions (Undersökning av spelifierings påverkan på studenters motivation vid frågeskrivning)","[]","
gamification is the use of game design elements in non-game contexts, and it has recently received a fast growing interest in both academia and industry. several studies have shown that gamification can increase motivation in various contexts, such as health and education. within education it has been shown that including question-authoring as part of a course can have positive effects on students’ performance. this study combines these two areas and investigates gamification’s effect on student motivation when authoring questions. to do this a web-based question-authoring system with support for both gamification and non-gamification was developed. the system was then tested by students (n=11) with the participants divided into two groups: a group using the gamified version and a group using the non-gamified version. after using the system for a week the participants were surveyed about their experience. the results of the study indicate that gamification can increase students’ motivation when writing questions. but due to the rather low participation in the study no concrete conclusions can be drawn. 

"
"810616","Investigating how Distributed Computation Pruning performs on the Generalized Linear Preference model","[]","
Finding all shortest paths in a distributed dynamic network has many practical applications, but it is perhaps most important in network routing. To this end a number of algorithms and techniques have been developed. This paper investigates one such technique called Distributed Computation Pruning (DCP), that utilizes a property found in many real-world networks, including the Internet, called Power Law degree distribution. DCP has previously been shown to improve All Pairs Shortest Paths algorithms on networks generated by the Barabási-Albert model. In this paper we extend the experimental evidence by evaluating the performance of algorithms combined with DCP on networks generated by the Generalized Linear Preference model (GLP). This model has previously been shown to generate networks that are more representative of the Internet than those generated by previous models. We found that algorithms that are combined with DCP see a distinct decrease in the amount of messages sent across the network, suggesting that DCP is a viable technique for improving existing routing algorithms.

"
"1824005","Investigating limits on usage in solar powered online video services (Undersökning av begränsningar på användande av soldrivna online-videotjänster)","[]","
the internet and other digital services have increasingly become an integral part of everyday life for many people. the increase in available bandwidth and cheaper access gives designers the means to design both new devices and services that take advantage of this, which in turn creates a demand for further increases in infrastructure capacity. the energy required to power this infrastructure has an impact on the environment and research has been done within the field of hci to address this in various ways. some projects have tried to challenge the current paradigm by proposing ict systems powered by solar energy. this paper describes a qualitative research through design study that was conducted to explore how users of video streaming services would experience a limited and intermittent video streaming service running on solar energy. it concludes with suggestions on how to design intermittent video streaming services.

"
"1886718","Investigating Load Forecasting Methods for an Investment Platform (En undersökning av belastningsprognostiseringsmetoder för en investeringsplattform)","['convolutional neural network', 'long short-term memory', 'random forest', 'workload prediction', 'time seriesforecasting']","
the uptime of investment platforms, particularly for services like banking, is crucial for customer satisfaction. however, it is essential to optimize resources to avoid unnecessary costs. autoscaling, which involves scaling services up or down based on workload, can help address this challenge. hybrid models that use reactive and proactive scaling have proven particularly valuable. the effectiveness of proactive scaling depends on the accuracy of the forecast. therefore, this thesis aims to find a precise forecasting model for minute-level request load data for a banking service.


the request data shows differing weekday and weekend patterns, with a surge in requests during the swedish and us stock market openings. binary features for holidays, weekdays, weekends, and stock market windows were added to help recognize these patterns. four models were investigated: prophet,


neuralprophet, convolutional neural network long short-term memory (cnn-lstm), and random forest (rf). additionally, the impact of rolling forecasts compared to longer, built-in forecasts was examined.


the results showed that the rolling predictions yielded lower root mean squared error (rmse) and mean absolute error (mae) for neuralprophet and cnn-lstm, while longer forecasts benefitted the rf model. the rolling cnn-lstm model achieved the lowest overall rmse and mae and effectively predicted the request spikes, compared to some models that could not predict the full extent of the peaks. combining the predictions of the rolling cnn-lstm and the long rf models gave slightly lower errors than solely using the cnn-lstm, indicating the potential of combining neural networks with classical machine learning models for improved load forecasting.

"
"1749930","Investigating Multi-Objective Reinforcement Learning for Combinatorial Optimization and Scheduling Problems : Feature Identification for multi-objective Reinforcement Learning models (Undersökning av förstärkningsinlärning av flera mål för kombinatorisk optimering och schemaläggningsproblem : Funktionsidentifiering för förstärkningsinlärning av flera mål för kombinatorisk optimering och schemaläggningsproblem)","['multi-objective reinforcement learning', 'radio resource scheduling', 'deep q-networks', 'single-policy', 'multi-policy', 'scalarization.']","
reinforcement learning (rl) has in recent years become a core method for sequential decision making in complex dynamical systems, being of great interest to support improvements in scheduling problems. this could prove important to areas in the newer generation of cellular networks. one such area is the base stations scheduler which allocates radio resources to users. this is posed as large-scale optmization problem which needs to be solved in millisecond intervals, while at the same time accounting for multiple, sometimes conflicting, objectives like latency or quality of service requirements. in this thesis, multi-objective rl (morl) solutions are proposed and evaluated in order to identify desired features for novel applications to the scheduling problem. the posed solution classes were tested in common morl benchmark environments such as deep sea treasure for efficient and informative evaluation of features. it was ultimately tested in environments to solve combinatorial optmization and scheduling problems. the results indicate that outer-loop multi-policy solutions are able to produce models that comply with desired features for scheduling. a multi-policy multi-objective deep q-network was implemented and showed it can produce an adaptive-at-run-time discrete model, based on an outer-loop approach that calls a single-policy algorithm. the presented approach does not increase in complexity when adding objectives but generally requires larger sampling quantities for convergence. differing scalarization techniques of the reward was tested, indicating effect on variance that could effect performance in certain environment characteristics.

"
