"PID","Title","Keywords","Content"
"1773922","aiLangu - Real-time Transcription and Translation to Reduce Language Barriers : An Engineering Project to Develop an Application for Enhancing Human Verbal Communication (aiLangu - realtids transkribering och översättning för att reducera språkbarriärer : Ett ingenjörsarbete som utvecklar en applikation för att förbättra mänsklig verbal kommunikation)","['sound transcription', 'sound translation', 'ai', 'deep learning', 'real-time', 'language barrier', 'concurrency', 'ai', 'real-tid']","
the research area this report relates to is real-time automatic transcription and translation. the purpose of the work done for the report is to reduce the perceived language barriers online and to make a user-friendly application to make use of the latest deep learning technology to transcribe and translate in real-time. this application could be used in a work environment (especially when working from home) and for leisure activities such as watching videos. there is currently most likely no application that uses automatic speech recognition in this way. the most similar applications that were found were mainly similar to google translate which are not meant for real-time usage on a computer but rather to wait for an input and then write it out when it is completely done. the application created for this purpose was a desktop application that combines open-ai's whisper model for transcription and argos translate for translation into one application with a user-friendly gui created with java swing. for creating the application, an iterative and incremental methodology was used both for the gui design and the software development. in the end, the development was successful resulting in a working desktop application accomplishing the goals of transcribing and translating in real-time with the user of a user-friendly application, which could for example easily be used for digital meetings or videos online.




"
"698360","Airborne SLAM Using High-Speed Vision : The construction of a fully self-contained micro air vehicle localized and controlledusing computer vision based <em>Simultaneous Localization And Mapping</em>.","[]","
a helicopter platform was built where the all the controls,


localization and other calculations are performed onboard


the helicopter making it fully self-contained. the localization


is made only by using a monocular camera (with


an option to use a stereo pair for easier initialization) and


processing the video feed with computer vision algorithms.


the helicopter’s pose is estimated by a computer vision


algorithm which is an extended version of ptam, a





<em>simultaneous</em>


localization and mapping








(slam) algorithm published


2007 by g. klein and d. murray. the program was


changed to be able to track different kinds of self-similar


ground textures and to be integrated with the helicopter


hardware. the algorithm was also modified to be able to


auto-initialize and to keep the map size constant by pruning


out far away key frames to not be confined only to small


areas.


the impact on tracking using high-speed vision at 60 hz


was investigated and compared to tracking at 30 hz, respectively


10 hz. the impact was not as big as hypothesized.


tracking stability increases a lot when going from 10 hz


to 30 hz video. however increasing the frame rate from


30 hz to 60 hz has a very small effect. in 60 hz the difference


between frames becomes smaller, but does not seem


to affect the tracking stability very much. the reason for


this is most likely that 30 hz is adequate for the velocities


in which the helicopter flies and the limiting factor is the


algorithm in itself that it cannot track in every possible setting,


and this will not be fixed by increasing the frame rate


further but will require changes in the algorithm.


the computer vision localization works well as long as


there are good salient features to track. the tracking accuracy


in such cases is measured to have a rms error of


2.4 cm compared to motion capture data that can be assumed


to be ground truth.

"
"838606","Algorithm Construction for Efficient Scheduling of Advanced Health Care at Home","['advanced health care at home', 'home assistance', 'vehicle routing problem', 'time windows', 'scheduling', 'rescheduling', 'routing', 'optimization', 'omplanering', 'ruttoptimering', 'optimering']","
providing advanced health care at home rather than in a hospital creates a greater quality of life for patients and their families. it also lowers the risk of hospital-acquired infections and accelerates recovery. the overall cost of care per patient is decreased. manual scheduling of patient visits by health care professionals (hcps) has become a bottleneck for increased patient capacity at sabh, a ward providing advanced pediatric health care at home (“sjukhusansluten avancerad barnsjukvård i hemmet” in swedish), since many parameters need to be taken into account during scheduling. this thesis aims to increase the efficiency of sabh’s daily scheduling of personnel and resources by designing an automated scheduler that constructs a daily schedule and incorporates changes in it when needed in order to remove scheduling as a limitation for increased patient capacity. requirements on a feasible schedule are identified in cooperation with sabh and literature is investigated about similar areas where the scheduling process has been automated. the scheduling is formulated as a computerized problem and investigated from the perspective of theoretical computer science. we show that the scheduling problem is np-hard and can therefore not be expected to be solved optimally. the algorithm for scheduling the visits minimizes violations of time windows and travel times, and maximizes person continuity and workload balancing. the algorithm constructs an initial solution that fulfills time constraints using a greedy approach and then uses local search, simulated annealing, and tabu search to iteratively improve the solution. we present an exact rescheduling algorithm that incorporates additional visits after the original schedule has been set. the scheduling algorithm was implemented and tested on real data from sabh. although we found the algorithm to be efficient, automatic transfer of data from the patient journal system is an imperative for the scheduler to be adopted.

"
"1597473","Algorithmic Stock Trading using Deep Reinforcement learning (Algoritmisk handel med djup förstärkningsinlärning)","[]","
recent breakthroughs in deep learning and reinforcement learning have enabled the new field of deep reinforcement learning. this study explores some of the state of the art applications of deep reinforcement learning in the field of finance and algorithmic trading. by building on previous research from yang et al. at columbia university, this study aims to validate their findings and explore ways to improve their proposed trading model using the sharpe ratio in the reward function. we show that there is significant variability in the performance of their trading model and question their premise of basing their results on the best performing model iteration. moreover, we explore how the sharpe ratio calculated over a 21 day and 63 day rolling period can be used as a reward function. however, this did not result in any significant change in outcome which could be attributed to the high performance variability in both the original algorithm and our changed algorithm which thwarts consistent conclusions. 

"
"740903","Algorithmic Verification of Procedural Programs in the Presence of Code Variability","[]","
This thesis addresses the formal verification of temporal properties of procedural programs that are dynamically or statically configured by replacing, adapting, or adding new components. Dealing with such variable programs is challenging because a part of the program is either not available at verification time or changes frequently. Still, such static and dynamic variability is used in a variety of modern software systems and design paradigms, e.g., software product lines. In this thesis, we develop a generic framework and a fully automated tool support for the verification of such programs. We also show that our technique can be used for efficient verification of existing sets of products constructed from product lines. Our framework is built on top of a previously developed framework for compositional verification of control-flow safety properties of procedural programs that abstracts away all program data. The work in this study is presented through three papers.


The first paper introduces ProMoVer, a fully automated tool for procedure modular verification of control-flow temporal safety properties. Procedure modular verification is a natural instantiation of compositional verification at the procedure level. ProMoVer is described and evaluated on several real-life case studies. It is equipped with a number of features, such as automatic specification extraction and the support for several specification formalisms, to facilitate easy usage. Moreover, it provides a proof storage and reuse mechanism to minimize the need for the computationally expensive verification subtasks.


The second paper discusses the verification of software product lines (SPL). In SPL engineering, products are generated from a set of well-defined commonalities and variabilities. The products of an SPL can be described by means of hierarchical variability models specifying the commonalities and variabilities between the individual products. The number of products generated from a hierarchical model is exponential in the size of the model. Therefore, scalable verification of SPLs is only possible if compositional techniques are applied that allow reusing of the intermediate verification results. In this thesis, we propose a hierarchical variability model for modeling product families, provide a process for extracting such models from existing products, and adapt our compositional verification principle and tool support for the verification of SPLs modeled by this hierarchical model.


The third paper presents a generalization of the original framework to capture program data, still keeping its complexity within practical limits. Thus, it brings the capabilities of the framework to a whole new level. To exemplify its use, we instantiate our framework for compositional verification at three levels of data abstraction of real-life programs: full data abstraction, Boolean data as the only datatype, and heap pointers as the only datatype. We also adapt our toolset to provide support for compositional verification of the latter and evaluate the tool on a real-life case study.

"
"649033","Algorithmic verification of procedural programs in the presence of code variability","['algorithms', 'computer software', 'semantics', 'algorithmic verification', 'generic frameworks', 'global properties', 'independent components', 'new components', 'procedural languages', 'program structures', 'temporal safety properties']","
We present a generic framework for verifying temporal safety properties of procedural programs that are dynamically or statically configured by replacing, adapting, or adding new components. To deal with such a variability of a program, we require programmers to provide local specifications for its variable components, and verify the global properties by replacing these specifications with maximal models. Our framework is a generalization of a previously developed framework that abstracts from all program data. In this work, we capture program data and thus significantly increase the range of properties that can be verified. Our framework is generic by being parametric on the set of observed program events and their semantics. We separate program structure from the behavior it induces to facilitate independent component specification and verification. We provide tool support for an instantiation of our framework to programs written in a procedural language with pointers as the only datatype.

"
"1807","Algorithmic Verification Techniques for Mobile Code","['verification', 'mobile code security', 'reference monitoring', 'maximal models', 'compositional verification']","
modern computing platforms strive to support mobile code without putting system security at stake. these platforms can be viewed as open systems, as the mobile code adds new components to the running system. establishing that such platforms function correctly can  be divided into two steps. first, it is shown that the system functions correctly regardless of the mobile components that join it, provided that they satisfy certain assumptions. these assumptions can, for instance, restrict the behavior of the component to ensure that the security policy of the platform is not violated. second, the mobile component is checked to satisfy its assumptions, before it is allowed to join the system. this thesis presents algorithmic verification techniques to support this methodology. in the first two parts, we present techniques for the verification of open systems relative to the given component assumptions. in the third part, a technique for the  quick certification of mobile code is presented for the case where a particular type of program rewriting is used as a means of enforcing the component assumptions.in the first part of this study, we present a framework for the verification of open systems based on explicit state space representation. we propose extended modal transition systems (emts) as a suitable structure for representing the state space of open systems when assumptions on components are written in the modal μ-calculus. emtss are based on the modal transition systems (mts) of larsen and provide a formalism for graphical specification and facilitate a thorough understanding of the system by visualization. in interactive verification, this state space representation enables proof reuse and aids the user guiding the verification process. we present a construction of state space representations from process algebraic open system descriptions based on a maximal model construction for the modal μ-calculus. the construction is sound and complete for systems with a single unknown component and sound for those without dynamic process reation. we also suggest a tableau-based proof system for establishing temporal properties of open systems represented as emts. the proof system is sound in general and complete for prime formulae.the problem of open system correctness  also arises in compositional verification, where the problem of showing a global property of a system is reduced to showing local properties of components. in the second part, we extend an existing  compositional verification framework for java bytecode programs. the framework employs control flow graphs with procedures to model component implementations and open systems for the purpose of checking control-flow properties. we generalize these models to capture exceptional and multi-threaded behavior. the resulting control flow graphs are specifically tailored to support the compositional verification principle"
"610371","Algorithms and Tools for Learning-based Testing of Reactive Systems","['specification-based testing', 'learning-based testing', 'reactive systems', 'lbtest', 'case studies']","
In this thesis we investigate the feasibility of learning-based testing (LBT) as a viable testing methodology for reactive systems. In LBT, a large number of test cases are automatically generated from black-box requirements for the system under test (SUT) by combining an incremental learning algorithm with a model checking algorithm. The integration of the SUT with these algorithms in a feedback loop optimizes test generation using the results from previous outcomes. The verdict for each test case is also created automatically in LBT.


To realize LBT practically, existing algorithms in the literature both for complete and incremental learning of finite automata were studied. However, limitations in these algorithms led us to design, verify and implement new incremental learning algorithms for DFA and Kripke structures. On the basis of these algorithms we implemented an LBT architecture in a practical tool called LBTest which was evaluated on pedagogical and industrial case studies.


The results obtained from both types of case studies show that LBT is an effective methodology which discovers errors in reactive SUTs quickly and can be scaled to test industrial applications. We believe that this technology is easily transferrable to industrial users because of its high degree of automation.

"
"816583","Algorithms for solving the Rubik's cube : A study of how to solve the Rubik's cube using two famous approaches: The Thistlewaite's algorithm and IDA* algorithm.","[]","
There are different computational algorithms for solving the Rubik's cube, such as Thistlewaite's algorithm, Kociemba's algorithm and IDA* algorithm. This thesis evaluates the efficiency of two algorithms by analyzing time, performance and how many moves are required to solve the Rubik's cube. The results show that the Thistlewaite's algorithm is less efficient than the IDA* algorithm based on time and performance. The paper attempts to answer which algorithm is more efficient for solving the Rubik's cube. It is importation to mention that this report could not prove which algorithm is most efficient while solving the whole cube due to limited data, literature studies and authors are used as an argument to prove that the Korf's algorithm is more efficient. 

"
"13508","All Around Logic Synthesis","['graph dominators', 'fpga mapping', 'redundancy removal', 'rbn']","
This dissertation is in the area of Computer-Aided Design (CAD) of digital Integrated Circuits (ICs). Today's digital ICs, such as microprocessors, memories, digital signal processors (DSPs), etc., range from a few thousands to billions of logic gates, flip-flops, and other components, packed in a few millimeters of area. The creation of such highly complex systems would not be possible without the use of CAD tools. CAD tools play the key role in determining the area, speed and power consumption of the resulting circuits.


We address several problems related to the logic synthesis step of the CAD flow. First, we investigate properties of double-vertex dominators in directed acyclic graphs. We present an O(n) algorithm for identifying all O(<em>n</em><sup>2</sup>) double-vertex dominators of a given vertex, where n is the size of the graph. The key to the algorithm's efficiency is a new data structure for representing double-vertex dominators which has O(n) size and can be efficiently manipulated. This work improves the state of the art in double-vertex dominators identification in terms of both space and time complexity. We also show how dominators can be used for structural decomposition of Boolean functions represented by circuit graphs.


Next, we present a depth-optimal technology mapping algorithm for look-up table (LUT) based Field Programmable Gate Arrays. This algorithm is two orders of magnitude faster than previous technology mapping algorithms while achieving solution with a smaller number of LUTs.


We also consider level-limited decomposition of Boolean functions which is of particular interest for applications which require circuit representations of a limited depth, such as control logic of microprocessors. We present an efficient algorithm for computing the decomposition of type <em>f </em>= g * h + r, where <em>f, g, h</em> and <em>r</em> are Boolean functions.


Another contribution of the dissertation is an algorithm for identifying and removing redundancy in combinational circuits. This algorithm provides a quick partial solution which might be more suitable than exact ATPG and SAT-based approaches for redundancy removal runs at the intermediate steps of the CAD flow. It is embedded into the internal logic synthesis tool of IBM.


Other contributions of the dissertation are a proof that, for some Reduced Ordered Binary Decision Diagrams, none of the bound-set preserving orderings is best, a proof of the existence of a perfect input assignment which guarantees that two non-equivalent Boolean functions hash to two different values, and a set of efficient algorithms for the analysis of random Boolean networks.

"
"1909328","Altering the backgrounds of synthetic portrait images : A comparison of machine learning based methods (Förändra bakgrunder i syntetiska portättbilder : En jämförelse av maskininlärningsbaserade metoder)","[]","
to test their methods that use facial recognition systems, the police are in need of a synthetic dataset of images of faces, that look like real mugshots. to use available pre-trained generative models for this, features of the generated images need to be tailored to that purpose. this project is concerned with modifying the backgrounds of synthetically generated images of faces. to this end, three methods are used and compared. the first varies the input into the generator along principal components to change the output. the second uses an alpha mask to block out the background and then inpaints the background anew. the third also uses an alpha mask but to extract the face, and then pastes it onto a separate background image and blends the components together. the first method managed to do some altering to the background while preserving the face, but the change was not very consistent amongst samples. the second made mostly coherent new backgrounds, but that inherited bias from the dataset that the model was trained on. the third did not produce any satisfactory images, as the model seemed to be badly adapted to photograph images, and adjusted the coloring of the face too much. for the most part, the identity of the person in the image was preserved during the augmenting. none of the methods were in the end judged to be applicable to the intended task due to them either not producing good enough resulting images, or being too computationally heavy, or not offering control over the resulting image (at least not in their current state).

"
"668903","An Algorithm for Optimal Guitar Fingering","[]","
almost every note on the guitar can be played in several different


locations, using one of several fingers. the number of ways a musical


piece can be played therefore grows exponentially with the number of


notes in the piece. several things influence a guitar player’s choice of


fingering. this study focuses on the biomechanical difficulty, using


dynamic programming and a rule-based cost function to find the


fingering that is easiest to play. the rules were mostly proposed by


mårten falk, a guitar teacher at lilla akademien. the algorithm is


limited to monophonic music. it was evaluated by anders eriksson, a


guitar teacher at lidingö music school, on five classical music pieces.


the produced fingerings were fully playable, though a few oddities


were present, mostly stemming from the algorithm’s short





sightedness:


only adjacent notes were considered by the cost


function.

"
"1596643","An analysis of decentralized peer-to-peer file sharing performance : An overview of how different parameters affect the average download time in a BitTorrent-like network (En analys av prestanda i decentraliserade peer-to-peer fildelningsnätverk)","[]","
during the covid-19 pandemic, online teaching has become more prevalent than ever before. as teaching resources such as video lectures are to be distributed from a single teacher to a large number of students, who may choose to download the files at any time of the day, questions arise as to how to do so efficiently. traditionally, this may be done by uploading the file to a centralised server. this concerns not only economical aspects, such as renting the services of a centralised system, but also the consequences of depending on a third party providing such a service. a popular alternative is the decentralised peer-to-peer file sharing protocol known as bittorrent. in this protocol, the peers download from each other as well as from the original downloader. in this protocol, the file is split into a number of pieces. parameters such as the size of these pieces, the up- and download speeds of peers, as well as the file size, all affect the time it takes to download the files. to answer how these parameters affect the download time of torrents, a controlled environment was created with the capability to automatically run and control a large number of torrent clients. on this platform, 96 isolated practical experiments were run, each representing a unique combination of parameters. the result of these runs, as measured by average download time for the peers in each run, were compiled and presented as graphs. the results showed that the size of each piece in the file drastically affects the average download time, with larger pieces generally tending toward a significant increase in download times. increasing the download speed resulted in a sublinear decline of download times, in large due to the upload speed being set to half the download speed, which turned out to be the actual limiting factor. increasing the file size also did not linearly increase download times, and resulted in less drastic worsening of download times for larger piece sizes. the authors believe this to be in large due to larger file sizes resulting in the peers having more time to spread the pieces among each other, whereas smaller file sizes had to increasingly rely on the original downloader. 

"
"810990","An Analysis of Hierarchical Clustering Algorithms for Hotspot Detection in Geographical Request Maps","[]","
The purpose of this thesis was to investigate the suitability of using different hierarchical clustering algorithms for locating hotspots of HTTP-requests in geographical maps. To do so, four different maps were modeled with pre-set hotspots. Nine algorithms were evaluated with a cost value to how well they could approximate the locations of the hotspots.  Four of the algorithms were found to perform better than the other ones overall. Although the results does show potential in using hierarchical clustering algorithms, the low number of models makes it hard to determine the possibility for arbitrary maps of HTTP-requests.

"
"1214442","An analysis of the effects of particle amount on the accuracy of particle filter estimations of marginal likelihood (En studie av effekten av antalet partiklar för exaktheten av marginal likelihood-uppskattning med partikelfilter)","[]","
particle filters are a type of genetic monte carlo algorithms that are broadly applied on filtering problems arising in signal processing and bayesian statistical inference. these type of inference problems are easily modelled as hidden markov models. particle filters utilize samples, also known as particles, to represent an approximation of a stochastic process given error-prone observations. these particles are updated throughout the execution of the filter, in order to gradually improve the accuracy of the approximation. this paper investigates the effects of varying the amount of particles used, on the accuracy of the filter when applied on hidden markov models of different sizes. the efficiency of the filter was evaluated through measurements of marginal likelihood, where the exact likelihood value was compared with the approximated value. our results show that for our implementations on fixed size hidden markov models, the increase of particles has less beneficial effect on marginal likelihood accuracy, as the number of total particles increases. the effect of adding more particles declines according to some power series, depending on the size of the model. furthermore, in order to reach a certain marginal likelihood accuracy, the number of required particles increases linearly with respect to symmetrical hmm sizes.

"
"1609868","An analysis of the grade distribution for final year secondary school students in Italy before and during the COVID-19 pandemic (En analys av betygsfördelningen för sista års gymnasieelever i Italien före och under COVID-19-pandemin)","[]","
the advancement of technology has played a vital role in the tremendous strides taken within the field of education throughout the last decades, allowing for individuals of all backgrounds to learn and teach from across the globe with fewer limitations. with the recent outbreak of the covid-19 virus, the method of teaching and working has shifted from in-school learning to remote/distance learning, resulting in the large increase for the use of online communication services. to test the effectiveness of online learning, i collected data from the italian government in regards to the grade distribution of the maturitá exams from previous years in comparison to a year taught during the pandemic. this could aid in finding a correlation between distance learning and its impact on the performance of students during the exam. after the gathering and analysing of the data, even though there was an increase of the average grade from the previous years to the year taught online, other factors such as the change in exam style and teacher bias, are thought to have aided in the observed change. additionally, background research and previous literature suggest that distance learning tends to have a negative effect on areas such as: participation, focus and engagement, as well as autonomy and motivation, while keeping stress at roughly a similar level. therefore, further research is needed to get a more accurate result if it was indeed the change in teaching style which caused the increase in grade average and which type of resources - recorded video lectures, live video lectures, email, tv, radio would prove to be most successful. 

"
"1464603","An Analysis of the Reliability of Internet-Based Symptom Checkers (En analys av pålitligheten av internetbaserade självtester)","[]","
symptom checkers are online tools used for suggesting diagnoses and/or giving triage advice based on symptoms inputted by a person. the purpose of this study is to investigate if some specific symptom checkers are reliable by analyzing the diagnosis results and triage advice given when inputted with specific symptoms, and by comparing the questions asked by the different checkers. this was done by testing on four general symptom checkers by inputting them with symptoms for five different illnesses, and on four symptom checkers designed specifically for the disease covid-19, which were inputted with symptoms which corresponded to different severity levels of the illness. the tools used in the study are the jaccard index and cosine similarity for comparing the questions, and an implementation of the rake algorithm which transformed the lists of questions to arrays of keywords. manual categorizing was used for analyzing the triage advice and the diagnosis results. the results generated were that the symptom checker’s questions were not very similar to each other. the manual categorizing of the general symptom checker’s triage advice showed that most of the general checkers gave advice recommending the patient to use hospital services even though it might not have been necessary. in contrast to this the covid-19 triage advice avoided to recommend the use of hospital services. the diagnosis result of the general symptoms checkers did not place any of the tested illnesses below fifth place in the list of the possible diagnoses. in most cases the correct illness was placed first. in conclusion, according to this study symptom checkers can be seen as quite reliable. however further studies are needed to address the weaknesses of thes study, such as little data and imperfect question comparison results.

"
"1631705","An Analysis of the Usage and Impact of Static Code Analysis Tools (En Analys av Användningen och Effekten av Statisk Kodanalysverktyg)","[]","
traditionally, static code analysis tools alert developers on possible defects in the code. in recent years, the tools have improved and can generate suggestions to fix the defects found. however, studies from the last two decades indicate that the fix rate of alerts from static code analysis tools has been relatively constant"
"763707","An application of model-based testing to improve the Radio Unit testing process","[]","
The aim of this thesis is to investigate how Model-Based Testing (MBT) can improve the traditional testing process for the Radio Unit (RU) product within Ericsson and how Ericsson could introduce MBT into their working environment. This thesis work is a proof of concept. The scope of the thesis is limited to the functional testing of RU LTE Carrier setup. The MBT tool used is Spec Explorer, an extension of Visual Studios. The language used in Spec Explorer to create the model is C#. The RU MBT model is created based on multiple RU-specifications and design documentations given by Ericsson. The model created is a rainy day scenario model. To be able to cover the given functional requirements stated in the documentation, multiple iterations of the model are created. The final iteration of the model is able to implicitly cover most of the functional requirements. 86 Abstract test cases were generated from the RU MBT model. The correctness of the model was verified by comparing these abstract test cases to the documentation. The abstract test cases were parsed into readable format for the new test framework in Ericsson. 86 concrete test cases were run in the new test framework to test a live RU, two errors were found. Analyzing and comparing the MBT process with the traditional testing process, the conclusion was that MBT shows an improvement in testing cost, testing quality, requirement traceability, defect detection and model behavior evolution. However MBT is still a demanding process with drawbacks. The recommendation is to first implement smaller models of RU functions and then successively implement more complex RU functions and extend the models when needed.

"
"1106042","An approach of using Delaunay refinement to mesh continuous height fields (: En metod att använda Delaunay-raffinemang för att skapa polygonytor av kontinuerliga höjdfält)","['delaunay', 'height field', 'height map', 'chunks', 'topological surface']","
delaunay refinement is a mesh triangulation method with the goal of generating well-shaped triangles to obtain a valid delaunay triangulation. in this thesis, an approach of using this method for meshing continuous height field terrains is presented using perlin noise as the height field. the delaunay approach is compared to grid-based meshing to verify that the theoretical time complexity o(n log n) holds and how accurately and deterministically the delaunay approach can represent the height field. however, even though grid-based mesh generation is faster due to an o(n) time complexity, the focus of the report is to find out if delaunay refinement can be used to generate meshes quick enough for real-time applications.


as the available memory for rendering the meshes is limited, a solution for providing a cohesive mesh surface is presented using a hole filling algorithm since the delaunay approach ends up leaving gaps in the mesh when a chunk division is used to limit the total mesh count present in the application. the methods were implemented in the programming language c++ using the open source library libnoise to generate the perlin noise and the off-the-shelf solution cgalmesh provided a delaunay refinement implementation. the video game engine unity was used to render the output meshes created by the delaunay and grid approach by interfacing with c++ via a windows dll.


the time complexity of delaunay refinement was verified to hold, although it was not possible to draw any conclusions regarding the delaunay refinement's impact on the mesh's accuracy due to the test parameters used. it was also found that the cgalmesh implementation failed to provide a deterministic generation which is a significant drawback compared to the grid-based approach. disregarding this, the delaunay approach was found to be suitable for real-time applications as the generation time took less than 1 second, and is promising for volumetric terrain mesh generation.

"
"1189454","An approach to a Multi-Category Recommendation System using Machine Learning : With the caveat of having limited knowledge in related areas (Ett försök till ett Tvärkategoriskt Rekommendationssystem som använder Maskininlärning : Med förbehållet att ha limiterade förkunskaper inom de berörda områdena)","[]","
machine learning is one of many buzz words in todays tech-world. huge company resources are allocated to the field in order to discover its potential. everything from cameras to cars tries to use this technology. however, the question is if developers with little experience in the field can use this technology in a useful way? and how would one proceed with that? this thesis tries to answer these questions by having two third year undergraduate students attempt to implement a multi-category movie recommendation system using machine learning. with the important caveat of neither student having any previous knowledge in machine learning, recommendation systems nor the chosen programming language (python).


an extensive background study was performed in order to obtain knowledge in the different areas. recommendation systems often use either collaborative, or content-based filtering, or a hybrid of the two. machine learning uses different algorithms, a selection of these where studied together with available frameworks.


in order to implement and design a system, a data-set from movielens, containing ratings of movies, and the framework scikit-learn was used. the implementation tried to use genres in order to give movie recommendations. this was done in two systems, one where every user got a genre-weight and the other system used nearest neighbor in order to use the collaborative filtering approach. however, due to the limited time the implementation was not implemented for multiple categories, but the results showed that this should be highly applicable using the proposed design.


the thesis showed that even two third year undergraduate students with no prior knowledge in the areas could make use of machine learning in an system implementation. the results of the project was presented in two different parts"
"1800861","An Arrow Metalanguage for Partially Invertible Computation (Ett Arrow-metaspråk för partiellt inverterbar beräkning)","['reversible computation', 'domain-specific languages', 'arrows', 'partial invertibility', 'arrows']","
programming languages traditionally describe computations going one way: a program might compute a hash value from a string, or an encrypted message from a plaintext. however, sometimes it is also of interest to go the other way around: for encryption, we not only want to encrypt messages but also to decrypt them, and to be sure that the decryption correctly reproduces the original message. in an invertible programming language, a single program specifies two directions of a transformation, and the language guarantees that the two correspond as inverses. invertible languages often require programs to be composed from atomic invertible fragments, a property known as local invertibility. this requirement has connections to applications such as low-energy and quantum computing. however, many invertible algorithms are more naturally expressed as depending unidirectionally on some inputs, e.g., the encryption key—this property is known as partial invertibility. existing work largely lacks a systematic treatment of partial invertibility, and the connection to the locally invertible paradigm is not yet well-understood. in this thesis, we show that with the right design tradeoff, partial invertibility can be expressed within a locally invertible setting. we present kalpis, a new functional language supporting expressive partial invertibility, yet maintaining a straightforward locally invertible semantics. this is made formal by a novel arrow combinator language rrarr, with primitives embodying functions, parameterized bijections, and interactions between the two. the formulation is based on recent work on effects in invertible computation, namely the irreversibility effect and the reversible reader. we substantiate the work with a prototype implementation of kalpis, and demonstrate its utility through a number of nontrivial examples. further, we give a complete formalization of the two systems, including the operational semantics and type system of kalpis and a locally invertible interpretation and equational characterization of rrarr. finally, we give a compositional translation from kalpis into rrarr, motivating us to call it an arrow metalanguage. most of the formalization is mechanized using the proof assistant agda.

"
"1106172","An Assessment of Collaborative Filtering-Based Recommender Systems : And their Ability to take the Individual Preferences of Users into Account (En bedömning av Collaborative filtering-baserade rekommendationssystem : Och deras förmåga att ta hänsyn till användarnas individuella preferenser)","[]","
this study investigated the effect that aggregation functions and similarity measures had on the accuracy of memory based collaborative filtering algorithms, specifically in the case when the actual rating that a user would provide deviates significantly from the rating that the average user would provide. nine different combinations of algorithms were implemented by using three different aggregation functions and three different similarity measures. these algorithms were tested on the movielens dataset and the similarity measures used were the pearson correlation, jpss and jepss which is a modified version of jpss. from the results it was concluded that using the normsum aggregation function lead to a major improvement in accuracy in general. another conclusion was that using jepss over jpss does not provide a significant increase in accuracy. finally, the best results for jpss and jepss were obtained when using the least amount of similar users.

"
"1609041","An assessment of the environmental impact of corporate digital practices","['carbon footprint', 'digital sector', 'environmental impact', 'digitalization', 'koldioxidavtryck', 'digital sektor']","
as the use of digital goods and services has rapidly become extensive in many companies, there is increasing awareness and concern about the environmental impact of these digital practices, especially as there is a continuing trend towards digitalization and technology improvement in most companies. however, it can be hard to precisely assess how detrimental these practices are to the environment because existing literature often relies on assumptions which may not generalize well to the context of a specific company. in order to enable companies to mitigate the negative impact of their it practices, we provide a method for fusing internal data (inventories, consumption indicators, etc) with external data (general or aggregated figures of environmental footprint), such that it can be easily extended to different types of companies and environmental issues. based on this method, we present an assessment of the carbon footprint of the digital practices of a large french insurance company and formulate recommendations aiming to limit it. we find that a large majority of the company’s digital carbon footprint comes from the production of the devices, while electricity consumption occupies only a small part of it. moreover, the impact of prints, which comes mostly from paper production, is significant. this is why we strongly encourage measures aiming to extend the lifetime of devices and to decrease the consumption of paper. 

"
"10896","An Attractor Memory Model of Neocortex","['attractor neural networks', 'cerebral cortex', 'neocortex', 'brain like computing', 'hypercolumns', 'minicolumns', 'bcpnn', 'parallel computers', 'autoassociative memory']","
this thesis presents an abstract model of the mammalian neocortex. the model was constructed by taking a top-down view on the cortex, where it is assumed that cortex to a first approximation works as a system with attractor dynamics. the model deals with the processing of static inputs from the perspectives of biological mapping, algorithmic, and physical implementation, but it does not consider the temporal aspects of these inputs. the purpose of the model is twofold: firstly, it is an abstract model of the cortex and as such it can be used to evaluate hypotheses about cortical function and structure. secondly, it forms the basis of a general information processing system that may be implemented in computers. the characteristics of this model are studied both analytically and by simulation experiments, and we also discuss its parallel implementation on cluster computers as well as in digital hardware.


the basic design of the model is based on a thorough literature study of the mammalian cortex’s anatomy and physiology. we review both the layered and columnar structure of cortex and also the long- and short-range connectivity between neurons. characteristics of cortex that defines its computational complexity such as the time-scales of cellular processes that transport ions in and out of neurons and give rise to electric signals are also investigated. in particular we study the size of cortex in terms of neuron and synapse numbers in five mammals"
